#Code,Azimuth,Elevation,Calibration
59525,91.93,73.99,1
59528,91.76,72.39,1
59531,91.62,70.79,1
59534,91.5,69.19,1
59537,91.4,67.59,1
59540,91.31,65.99,1
59543,91.23,64.39,1
59546,91.17,62.79,1
59549,91.11,61.19,1
59552,-92.21,61.18,1
59555,-92.33,62.78,1
59558,-92.47,64.37,1
59561,-92.62,65.97,1
59564,-92.8,67.57,1
59567,-93,69.17,1
59570,-93.24,70.77,1
59573,-93.52,72.37,1
59576,-93.86,73.96,1
59579,-94.28,75.56,1
59582,-94.8,77.15,1
59585,-95.47,78.75,1
59588,-96.37,80.34,1
59591,-97.62,81.93,1
59594,-99.48,83.51,1
59597,-102.54,85.08,1
59600,-108.44,86.63,1
59603,-123.69,88.08,1
59606,180,88.93,1
59609,123.69,88.08,1
59612,108.44,86.63,1
59615,102.54,85.08,1
59618,99.48,83.51,1
59621,97.62,81.93,1
59624,96.37,80.34,1
59627,95.47,78.75,1
59630,94.8,77.15,1
59633,94.28,75.56,1
59636,93.86,73.96,1
59639,93.52,72.37,1
59642,93.24,70.77,1
59645,93,69.17,1
59648,92.8,67.57,1
59651,92.62,65.97,1
59654,92.47,64.37,1
59657,92.33,62.78,1
59660,92.21,61.18,1
59663,-93.32,61.15,1
59666,-93.5,62.75,1
59669,-93.7,64.34,1
59672,-93.93,65.94,1
59675,-94.19,67.54,1
59678,-94.5,69.13,1
59681,-94.85,70.73,1
59684,-95.28,72.32,1
59687,-95.78,73.92,1
59690,-96.41,75.51,1
59693,-97.18,77.1,1
59696,-98.18,78.68,1
59699,-99.5,80.27,1
59702,-101.34,81.84,1
59705,-104.06,83.4,1
59708,-108.45,84.94,1
59711,-116.57,86.42,1
59714,-135,87.74,1
59717,180,88.4,1
59720,135,87.74,1
59723,116.57,86.42,1
59726,108.45,84.94,1
59729,104.06,83.4,1
59732,101.34,81.84,1
59735,99.5,80.27,1
59738,98.18,78.68,1
59741,97.18,77.1,1
59744,96.41,75.51,1
59747,95.78,73.92,1
59750,95.28,72.32,1
59753,94.85,70.73,1
59756,94.5,69.13,1
59759,94.19,67.54,1
59762,93.93,65.94,1
59765,93.7,64.34,1
59768,93.5,62.75,1
59771,93.32,61.15,1
59774,-94.21,59.51,1
59777,-94.42,61.11,1
59780,-94.66,62.7,1
59783,-94.92,64.3,1
59786,-95.23,65.89,1
59789,-95.58,67.49,1
59792,-95.98,69.08,1
59795,-96.46,70.67,1
59798,-97.02,72.26,1
59801,-97.69,73.85,1
59804,-98.51,75.44,1
59807,-99.54,77.02,1
59810,-100.85,78.59,1
59813,-102.58,80.16,1
59816,-104.97,81.72,1
59819,-108.47,83.25,1
59822,-113.98,84.75,1
59825,-123.7,86.15,1
59828,-143.13,87.33,1
59831,180,87.87,1
59834,143.13,87.33,1
59837,123.7,86.15,1
59840,113.98,84.75,1
59843,108.47,83.25,1
59846,104.97,81.72,1
59849,102.58,80.16,1
59852,100.85,78.59,1
59855,99.54,77.02,1
59858,98.51,75.44,1
59861,97.69,73.85,1
59864,97.02,72.26,1
59867,96.46,70.67,1
59870,95.98,69.08,1
59873,95.58,67.49,1
59876,95.23,65.89,1
59879,94.92,64.3,1
59882,94.66,62.7,1
59885,94.42,61.11,1
59888,94.21,59.51,1
59891,-95.25,59.46,1
59894,-95.52,61.05,1
59897,-95.81,62.65,1
59900,-96.15,64.24,1
59903,-96.53,65.83,1
59906,-96.96,67.42,1
59909,-97.46,69.01,1
59912,-98.05,70.6,1
59915,-98.75,72.19,1
59918,-99.58,73.77,1
59921,-100.6,75.34,1
59924,-101.86,76.92,1
59927,-103.47,78.48,1
59930,-105.59,80.03,1
59933,-108.48,81.56,1
59936,-112.65,83.06,1
59939,-119.07,84.51,1
59942,-129.81,85.83,1
59945,-149.03,86.89,1
59948,180,87.33,1
59951,149.03,86.89,1
59954,129.81,85.83,1
59957,119.07,84.51,1
59960,112.65,83.06,1
59963,108.48,81.56,1
59966,105.59,80.03,1
59969,103.47,78.48,1
59972,101.86,76.92,1
59975,100.6,75.34,1
59978,99.58,73.77,1
59981,98.75,72.19,1
59984,98.05,70.6,1
59987,97.46,69.01,1
59990,96.96,67.42,1
59993,96.53,65.83,1
59996,96.15,64.24,1
59999,95.81,62.65,1
60002,95.52,61.05,1
60005,95.25,59.46,1
60008,-96.29,59.4,1
60011,-96.61,60.99,1
60014,-96.96,62.58,1
60017,-97.36,64.17,1
60020,-97.81,65.76,1
60023,-98.33,67.35,1
60026,-98.93,68.93,1
60029,-99.63,70.51,1
60032,-100.46,72.09,1
60035,-101.45,73.67,1
60038,-102.65,75.23,1
60041,-104.14,76.79,1
60044,-106.03,78.34,1
60047,-108.51,79.87,1
60050,-111.86,81.38,1
60053,-116.6,82.84,1
60056,-123.71,84.23,1
60059,-135,85.47,1
60062,-153.43,86.42,1
60065,180,86.8,1
60068,153.43,86.42,1
60071,135,85.47,1
60074,123.71,84.23,1
60077,116.6,82.84,1
60080,111.86,81.38,1
60083,108.51,79.87,1
60086,106.03,78.34,1
60089,104.14,76.79,1
60092,102.65,75.23,1
60095,101.45,73.67,1
60098,100.46,72.09,1
60101,99.63,70.51,1
60104,98.93,68.93,1
60107,98.33,67.35,1
60110,97.81,65.76,1
60113,97.36,64.17,1
60116,96.96,62.58,1
60119,96.61,60.99,1
60122,96.29,59.4,1
60125,-97.33,59.32,1
60128,-97.7,60.91,1
60131,-98.11,62.5,1
60134,-98.57,64.09,1
60137,-99.1,65.67,1
60140,-99.7,67.26,1
60143,-100.39,68.84,1
60146,-101.2,70.41,1
60149,-102.15,71.98,1
60152,-103.29,73.55,1
60155,-104.67,75.1,1
60158,-106.38,76.65,1
60161,-108.53,78.18,1
60164,-111.33,79.69,1
60167,-115.07,81.16,1
60170,-120.29,82.58,1
60173,-127.89,83.91,1
60176,-139.39,85.08,1
60179,-156.79,85.94,1
60182,180,86.27,1
60185,156.79,85.94,1
60188,139.39,85.08,1
60191,127.89,83.91,1
60194,120.29,82.58,1
60197,115.07,81.16,1
60200,111.33,79.69,1
60203,108.53,78.18,1
60206,106.38,76.65,1
60209,104.67,75.1,1
60212,103.29,73.55,1
60215,102.15,71.98,1
60218,101.2,70.41,1
60221,100.39,68.84,1
60224,99.7,67.26,1
60227,99.1,65.67,1
60230,98.57,64.09,1
60233,98.11,62.5,1
60236,97.7,60.91,1
60239,97.33,59.32,1
60242,-98.36,59.24,1
60245,-98.78,60.83,1
60248,-99.24,62.41,1
60251,-99.77,64,1
60254,-100.37,65.58,1
60257,-101.05,67.15,1
60260,-101.83,68.73,1
60263,-102.75,70.3,1
60266,-103.82,71.86,1
60269,-105.11,73.41,1
60272,-106.66,74.95,1
60275,-108.56,76.48,1
60278,-110.96,78,1
60281,-114.04,79.48,1
60284,-118.13,80.92,1
60287,-123.72,82.3,1
60290,-131.64,83.57,1
60293,-143.12,84.66,1
60296,-159.43,85.44,1
60299,180,85.73,1
60302,159.43,85.44,1
60305,143.12,84.66,1
60308,131.64,83.57,1
60311,123.72,82.3,1
60314,118.13,80.92,1
60317,114.04,79.48,1
60320,110.96,78,1
60323,108.56,76.48,1
60326,106.66,74.95,1
60329,105.11,73.41,1
60332,103.82,71.86,1
60335,102.75,70.3,1
60338,101.83,68.73,1
60341,101.05,67.15,1
60344,100.37,65.58,1
60347,99.77,64,1
60350,99.24,62.41,1
60353,98.78,60.83,1
60356,98.36,59.24,1
60359,-99.39,59.14,1
60362,-99.85,60.73,1
60365,-100.37,62.31,1
60368,-100.96,63.89,1
60371,-101.63,65.46,1
60374,-102.38,67.04,1
60377,-103.26,68.6,1
60380,-104.28,70.16,1
60383,-105.47,71.72,1
60386,-106.89,73.26,1
60389,-108.6,74.79,1
60392,-110.69,76.3,1
60395,-113.31,77.79,1
60398,-116.65,79.25,1
60401,-121.02,80.65,1
60404,-126.89,81.99,1
60407,-135,83.2,1
60410,-146.29,84.23,1
60413,-161.55,84.94,1
60416,180,85.2,1
60419,161.55,84.94,1
60422,146.29,84.23,1
60425,135,83.2,1
60428,126.89,81.99,1
60431,121.02,80.65,1
60434,116.65,79.25,1
60437,113.31,77.79,1
60440,110.69,76.3,1
60443,108.6,74.79,1
60446,106.89,73.26,1
60449,105.47,71.72,1
60452,104.28,70.16,1
60455,103.26,68.6,1
60458,102.38,67.04,1
60461,101.63,65.46,1
60464,100.96,63.89,1
60467,100.37,62.31,1
60470,99.85,60.73,1
60473,99.39,59.14,1
60476,-100.41,59.04,1
60479,-100.92,60.62,1
60482,-101.49,62.2,1
60485,-102.14,63.77,1
60488,-102.87,65.34,1
60491,-103.71,66.91,1
60494,-104.67,68.46,1
60497,-105.78,70.02,1
60500,-107.09,71.56,1
60503,-108.64,73.09,1
60506,-110.49,74.6,1
60509,-112.76,76.1,1
60512,-115.57,77.57,1
60515,-119.13,78.99,1
60518,-123.74,80.37,1
60521,-129.82,81.65,1
60524,-138,82.82,1
60527,-149.01,83.78,1
60530,-163.28,84.43,1
60533,180,84.67,1
60536,163.28,84.43,1
60539,149.01,83.78,1
60542,138,82.82,1
60545,129.82,81.65,1
60548,123.74,80.37,1
60551,119.13,78.99,1
60554,115.57,77.57,1
60557,112.76,76.1,1
60560,110.49,74.6,1
60563,108.64,73.09,1
60566,107.09,71.56,1
60569,105.78,70.02,1
60572,104.67,68.46,1
60575,103.71,66.91,1
60578,102.87,65.34,1
60581,102.14,63.77,1
60584,101.49,62.2,1
60587,100.92,60.62,1
60590,100.41,59.04,1
60593,-101.42,58.92,1
60596,-101.98,60.5,1
60599,-102.6,62.07,1
60602,-103.31,63.64,1
60605,-104.11,65.2,1
60608,-105.01,66.76,1
60611,-106.06,68.31,1
60614,-107.27,69.86,1
60617,-108.68,71.39,1
60620,-110.35,72.9,1
60623,-112.34,74.4,1
60626,-114.77,75.88,1
60629,-117.76,77.32,1
60632,-121.5,78.72,1
60635,-126.29,80.06,1
60638,-132.52,81.3,1
60641,-140.69,82.41,1
60644,-151.36,83.31,1
60647,-164.72,83.92,1
60650,180,84.13,1
60653,164.72,83.92,1
60656,151.36,83.31,1
60659,140.69,82.41,1
60662,132.52,81.3,1
60665,126.29,80.06,1
60668,121.5,78.72,1
60671,117.76,77.32,1
60674,114.77,75.88,1
60677,112.34,74.4,1
60680,110.35,72.9,1
60683,108.68,71.39,1
60686,107.27,69.86,1
60689,106.06,68.31,1
60692,105.01,66.76,1
60695,104.11,65.2,1
60698,103.31,63.64,1
60701,102.6,62.07,1
60704,101.98,60.5,1
60707,101.42,58.92,1
60710,-102.42,58.79,1
60713,-103.03,60.36,1
60716,-103.7,61.93,1
60719,-104.47,63.5,1
60722,-105.33,65.06,1
60725,-106.31,66.61,1
60728,-107.43,68.15,1
60731,-108.72,69.68,1
60734,-110.24,71.2,1
60737,-112.02,72.7,1
60740,-114.14,74.19,1
60743,-116.71,75.64,1
60746,-119.85,77.06,1
60749,-123.76,78.43,1
60752,-128.69,79.73,1
60755,-135,80.93,1
60758,-143.11,81.99,1
60761,-153.4,82.84,1
60764,-165.94,83.4,1
60767,180,83.6,1
60770,165.94,83.4,1
60773,153.4,82.84,1
60776,143.11,81.99,1
60779,135,80.93,1
60782,128.69,79.73,1
60785,123.76,78.43,1
60788,119.85,77.06,1
60791,116.71,75.64,1
60794,114.14,74.19,1
60797,112.02,72.7,1
60800,110.24,71.2,1
60803,108.72,69.68,1
60806,107.43,68.15,1
60809,106.31,66.61,1
60812,105.33,65.06,1
60815,104.47,63.5,1
60818,103.7,61.93,1
60821,103.03,60.36,1
60824,102.42,58.79,1
60827,-103.42,58.65,1
60830,-104.07,60.22,1
60833,-104.79,61.79,1
60836,-105.61,63.34,1
60839,-106.53,64.9,1
60842,-107.58,66.44,1
60845,-108.77,67.97,1
60848,-110.16,69.49,1
60851,-111.76,71,1
60854,-113.65,72.49,1
60857,-115.89,73.95,1
60860,-118.58,75.39,1
60863,-121.86,76.78,1
60866,-125.9,78.12,1
60869,-130.94,79.38,1
60872,-137.28,80.54,1
60875,-145.27,81.55,1
60878,-155.18,82.36,1
60881,-166.98,82.88,1
60884,180,83.07,1
60887,166.98,82.88,1
60890,155.18,82.36,1
60893,145.27,81.55,1
60896,137.28,80.54,1
60899,130.94,79.38,1
60902,125.9,78.12,1
60905,121.86,76.78,1
60908,118.58,75.39,1
60911,115.89,73.95,1
60914,113.65,72.49,1
60917,111.76,71,1
60920,110.16,69.49,1
60923,108.77,67.97,1
60926,107.58,66.44,1
60929,106.53,64.9,1
60932,105.61,63.34,1
60935,104.79,61.79,1
60938,104.07,60.22,1
60941,103.42,58.65,1
60944,-104.4,58.5,1
60947,-105.1,60.07,1
60950,-105.87,61.63,1
60953,-106.74,63.18,1
60956,-107.72,64.72,1
60959,-108.83,66.26,1
60962,-110.1,67.78,1
60965,-111.56,69.29,1
60968,-113.26,70.79,1
60971,-115.24,72.26,1
60974,-117.59,73.7,1
60977,-120.39,75.12,1
60980,-123.78,76.49,1
60983,-127.93,77.79,1
60986,-133.04,79.02,1
60989,-139.38,80.14,1
60992,-147.22,81.11,1
60995,-156.75,81.87,1
60998,-167.87,82.36,1
61001,180,82.53,1
61004,167.87,82.36,1
61007,156.75,81.87,1
61010,147.22,81.11,1
61013,139.38,80.14,1
61016,133.04,79.02,1
61019,127.93,77.79,1
61022,123.78,76.49,1
61025,120.39,75.12,1
61028,117.59,73.7,1
61031,115.24,72.26,1
61034,113.26,70.79,1
61037,111.56,69.29,1
61040,110.1,67.78,1
61043,108.83,66.26,1
61046,107.72,64.72,1
61049,106.74,63.18,1
61052,105.87,61.63,1
61055,105.1,60.07,1
61058,104.4,58.5,1
61061,-105.38,58.34,1
61064,-106.11,59.9,1
61067,-106.93,61.46,1
61070,-107.85,63,1
61073,-108.89,64.54,1
61076,-110.06,66.07,1
61079,-111.4,67.58,1
61082,-112.94,69.08,1
61085,-114.72,70.56,1
61088,-116.79,72.01,1
61091,-119.23,73.44,1
61094,-122.14,74.83,1
61097,-125.62,76.18,1
61100,-129.85,77.45,1
61103,-135,78.65,1
61106,-141.31,79.73,1
61109,-148.98,80.65,1
61112,-158.14,81.38,1
61115,-168.66,81.84,1
61118,180,82,1
61121,168.66,81.84,1
61124,158.14,81.38,1
61127,148.98,80.65,1
61130,141.31,79.73,1
61133,135,78.65,1
61136,129.85,77.45,1
61139,125.62,76.18,1
61142,122.14,74.83,1
61145,119.23,73.44,1
61148,116.79,72.01,1
61151,114.72,70.56,1
61154,112.94,69.08,1
61157,111.4,67.58,1
61160,110.06,66.07,1
61163,108.89,64.54,1
61166,107.85,63,1
61169,106.93,61.46,1
61172,106.11,59.9,1
61175,105.38,58.34,1
61178,-106.34,58.17,1
61181,-107.12,59.73,1
61184,-107.98,61.28,1
61187,-108.95,62.82,1
61190,-110.04,64.34,1
61193,-111.28,65.86,1
61196,-112.68,67.36,1
61199,-114.28,68.85,1
61202,-116.14,70.32,1
61205,-118.3,71.76,1
61208,-120.82,73.17,1
61211,-123.81,74.54,1
61214,-127.38,75.85,1
61217,-131.66,77.1,1
61220,-136.83,78.26,1
61223,-143.09,79.3,1
61226,-150.58,80.19,1
61229,-159.38,80.88,1
61232,-169.34,81.32,1
61235,180,81.47,1
61238,169.34,81.32,1
61241,159.38,80.88,1
61244,150.58,80.19,1
61247,143.09,79.3,1
61250,136.83,78.26,1
61253,131.66,77.1,1
61256,127.38,75.85,1
61259,123.81,74.54,1
61262,120.82,73.17,1
61265,118.3,71.76,1
61268,116.14,70.32,1
61271,114.28,68.85,1
61274,112.68,67.36,1
61277,111.28,65.86,1
61280,110.04,64.34,1
61283,108.95,62.82,1
61286,107.98,61.28,1
61289,107.12,59.73,1
61292,106.34,58.17,1
61295,-107.3,57.99,1
61298,-108.11,59.54,1
61301,-109.02,61.09,1
61304,-110.04,62.62,1
61307,-111.18,64.14,1
61310,-112.47,65.65,1
61313,-113.93,67.14,1
61316,-115.6,68.61,1
61319,-117.53,70.06,1
61322,-119.76,71.49,1
61325,-122.36,72.88,1
61328,-125.42,74.22,1
61331,-129.05,75.52,1
61334,-133.38,76.74,1
61337,-138.55,77.86,1
61340,-144.73,78.87,1
61343,-152.03,79.72,1
61346,-160.49,80.38,1
61349,-169.95,80.79,1
61352,180,80.93,1
61355,169.95,80.79,1
61358,160.49,80.38,1
61361,152.03,79.72,1
61364,144.73,78.87,1
61367,138.55,77.86,1
61370,133.38,76.74,1
61373,129.05,75.52,1
61376,125.42,74.22,1
61379,122.36,72.88,1
61382,119.76,71.49,1
61385,117.53,70.06,1
61388,115.6,68.61,1
61391,113.93,67.14,1
61394,112.47,65.65,1
61397,111.18,64.14,1
61400,110.04,62.62,1
61403,109.02,61.09,1
61406,108.11,59.54,1
61409,107.3,57.99,1
61412,-108.24,57.8,1
61415,-109.09,59.35,1
61418,-110.04,60.88,1
61421,-111.1,62.41,1
61424,-112.29,63.92,1
61427,-113.64,65.42,1
61430,-115.16,66.9,1
61433,-116.89,68.36,1
61436,-118.88,69.8,1
61439,-121.18,71.21,1
61442,-123.85,72.58,1
61445,-126.97,73.9,1
61448,-130.65,75.17,1
61451,-135,76.36,1
61454,-140.15,77.45,1
61457,-146.24,78.43,1
61460,-153.35,79.25,1
61463,-161.49,79.87,1
61466,-170.5,80.27,1
61469,180,80.4,1
61472,170.5,80.27,1
61475,161.49,79.87,1
61478,153.35,79.25,1
61481,146.24,78.43,1
61484,140.15,77.45,1
61487,135,76.36,1
61490,130.65,75.17,1
61493,126.97,73.9,1
61496,123.85,72.58,1
61499,121.18,71.21,1
61502,118.88,69.8,1
61505,116.89,68.36,1
61508,115.16,66.9,1
61511,113.64,65.42,1
61514,112.29,63.92,1
61517,111.1,62.41,1
61520,110.04,60.88,1
61523,109.09,59.35,1
61526,108.24,57.8,1
61529,-109.17,57.61,1
61532,-110.06,59.14,1
61535,-111.05,60.67,1
61538,-112.16,62.19,1
61541,-113.39,63.69,1
61544,-114.78,65.18,1
61547,-116.36,66.65,1
61550,-118.15,68.1,1
61553,-120.19,69.52,1
61556,-122.55,70.91,1
61559,-125.28,72.26,1
61562,-128.45,73.57,1
61565,-132.17,74.81,1
61568,-136.53,75.97,1
61571,-141.66,77.04,1
61574,-147.64,77.98,1
61577,-154.56,78.77,1
61580,-162.4,79.36,1
61583,-170.98,79.74,1
61586,180,79.87,1
61589,170.98,79.74,1
61592,162.4,79.36,1
61595,154.56,78.77,1
61598,147.64,77.98,1
61601,141.66,77.04,1
61604,136.53,75.97,1
61607,132.17,74.81,1
61610,128.45,73.57,1
61613,125.28,72.26,1
61616,122.55,70.91,1
61619,120.19,69.52,1
61622,118.15,68.1,1
61625,116.36,66.65,1
61628,114.78,65.18,1
61631,113.39,63.69,1
61634,112.16,62.19,1
61637,111.05,60.67,1
61640,110.06,59.14,1
61643,109.17,57.61,1
61646,-110.09,57.4,1
61649,-111.02,58.93,1
61652,-112.04,60.45,1
61655,-113.19,61.96,1
61658,-114.47,63.46,1
61661,-115.91,64.94,1
61664,-117.53,66.39,1
61667,-119.37,67.83,1
61670,-121.47,69.24,1
61673,-123.88,70.61,1
61676,-126.66,71.94,1
61679,-129.88,73.22,1
61682,-133.62,74.44,1
61685,-137.98,75.57,1
61688,-143.06,76.61,1
61691,-148.94,77.52,1
61694,-155.67,78.28,1
61697,-163.22,78.85,1
61700,-171.42,79.21,1
61703,180,79.33,1
61706,171.42,79.21,1
61709,163.22,78.85,1
61712,155.67,78.28,1
61715,148.94,77.52,1
61718,143.06,76.61,1
61721,137.98,75.57,1
61724,133.62,74.44,1
61727,129.88,73.22,1
61730,126.66,71.94,1
61733,123.88,70.61,1
61736,121.47,69.24,1
61739,119.37,67.83,1
61742,117.53,66.39,1
61745,115.91,64.94,1
61748,114.47,63.46,1
61751,113.19,61.96,1
61754,112.04,60.45,1
61757,111.02,58.93,1
61760,110.09,57.4,1
61763,-111,57.18,1
61766,-111.96,58.71,1
61769,-113.02,60.22,1
61772,-114.21,61.72,1
61775,-115.53,63.21,1
61778,-117.01,64.68,1
61781,-118.68,66.12,1
61784,-120.57,67.55,1
61787,-122.72,68.94,1
61790,-125.17,70.29,1
61793,-127.99,71.61,1
61796,-131.24,72.86,1
61799,-135,74.06,1
61802,-139.35,75.17,1
61805,-144.38,76.18,1
61808,-150.15,77.06,1
61811,-156.69,77.79,1
61814,-163.97,78.34,1
61817,-171.82,78.68,1
61820,180,78.8,1
61823,171.82,78.68,1
61826,163.97,78.34,1
61829,156.69,77.79,1
61832,150.15,77.06,1
61835,144.38,76.18,1
61838,139.35,75.17,1
61841,135,74.06,1
61844,131.24,72.86,1
61847,127.99,71.61,1
61850,125.17,70.29,1
61853,122.72,68.94,1
61856,120.57,67.55,1
61859,118.68,66.12,1
61862,117.01,64.68,1
61865,115.53,63.21,1
61868,114.21,61.72,1
61871,113.02,60.22,1
61874,111.96,58.71,1
61877,111,57.18,1
61880,-111.89,56.95,1
61883,-112.89,58.47,1
61886,-113.98,59.98,1
61889,-115.2,61.47,1
61892,-116.56,62.95,1
61895,-118.09,64.41,1
61898,-119.8,65.84,1
61901,-121.73,67.25,1
61904,-123.92,68.63,1
61907,-126.42,69.97,1
61910,-129.27,71.26,1
61913,-132.55,72.5,1
61916,-136.31,73.67,1
61919,-140.65,74.75,1
61922,-145.61,75.73,1
61925,-151.27,76.59,1
61928,-157.63,77.3,1
61931,-164.65,77.83,1
61934,-172.18,78.15,1
61937,180,78.27,1
61940,172.18,78.15,1
61943,164.65,77.83,1
61946,157.63,77.3,1
61949,151.27,76.59,1
61952,145.61,75.73,1
61955,140.65,74.75,1
61958,136.31,73.67,1
61961,132.55,72.5,1
61964,129.27,71.26,1
61967,126.42,69.97,1
61970,123.92,68.63,1
61973,121.73,67.25,1
61976,119.8,65.84,1
61979,118.09,64.41,1
61982,116.56,62.95,1
61985,115.2,61.47,1
61988,113.98,59.98,1
61991,112.89,58.47,1
61994,111.89,56.95,1
61997,-112.78,56.71,1
62000,-113.8,58.23,1
62003,-114.93,59.73,1
62006,-116.18,61.22,1
62009,-117.58,62.68,1
62012,-119.14,64.13,1
62015,-120.89,65.56,1
62018,-122.86,66.95,1
62021,-125.09,68.31,1
62024,-127.63,69.63,1
62027,-130.51,70.91,1
62030,-133.8,72.12,1
62033,-137.57,73.27,1
62036,-141.87,74.33,1
62039,-146.77,75.29,1
62042,-152.32,76.12,1
62045,-158.5,76.8,1
62048,-165.28,77.31,1
62051,-172.51,77.63,1
62054,180,77.73,1
62057,172.51,77.63,1
62060,165.28,77.31,1
62063,158.5,76.8,1
62066,152.32,76.12,1
62069,146.77,75.29,1
62072,141.87,74.33,1
62075,137.57,73.27,1
62078,133.8,72.12,1
62081,130.51,70.91,1
62084,127.63,69.63,1
62087,125.09,68.31,1
62090,122.86,66.95,1
62093,120.89,65.56,1
62096,119.14,64.13,1
62099,117.58,62.68,1
62102,116.18,61.22,1
62105,114.93,59.73,1
62108,113.8,58.23,1
62111,112.78,56.71,1
62114,-113.64,56.47,1
62117,-114.7,57.98,1
62120,-115.86,59.47,1
62123,-117.15,60.95,1
62126,-118.58,62.41,1
62129,-120.17,63.85,1
62132,-121.96,65.26,1
62135,-123.97,66.64,1
62138,-126.23,67.99,1
62141,-128.79,69.29,1
62144,-131.7,70.55,1
62147,-135,71.74,1
62150,-138.76,72.86,1
62153,-143.03,73.9,1
62156,-147.86,74.83,1
62159,-153.29,75.64,1
62162,-159.31,76.3,1
62165,-165.86,76.79,1
62168,-172.82,77.1,1
62171,180,77.2,1
62174,172.82,77.1,1
62177,165.86,76.79,1
62180,159.31,76.3,1
62183,153.29,75.64,1
62186,147.86,74.83,1
62189,143.03,73.9,1
62192,138.76,72.86,1
62195,135,71.74,1
62198,131.7,70.55,1
62201,128.79,69.29,1
62204,126.23,67.99,1
62207,123.97,66.64,1
62210,121.96,65.26,1
62213,120.17,63.85,1
62216,118.58,62.41,1
62219,117.15,60.95,1
62222,115.86,59.47,1
62225,114.7,57.98,1
62228,113.64,56.47,1
62231,-113.52,54.7,1
62234,-114.5,56.21,1
62237,-115.58,57.72,1
62240,-116.77,59.2,1
62243,-118.09,60.67,1
62246,-119.55,62.12,1
62249,-121.18,63.55,1
62252,-123,64.95,1
62255,-125.04,66.32,1
62258,-127.33,67.65,1
62261,-129.92,68.94,1
62264,-132.84,70.17,1
62267,-136.15,71.35,1
62270,-139.89,72.45,1
62273,-144.13,73.47,1
62276,-148.89,74.37,1
62279,-154.2,75.16,1
62282,-160.06,75.8,1
62285,-166.39,76.27,1
62288,-173.1,76.57,1
62291,180,76.67,1
62294,173.1,76.57,1
62297,166.39,76.27,1
62300,160.06,75.8,1
62303,154.2,75.16,1
62306,148.89,74.37,1
62309,144.13,73.47,1
62312,139.89,72.45,1
62315,136.15,71.35,1
62318,132.84,70.17,1
62321,129.92,68.94,1
62324,127.33,67.65,1
62327,125.04,66.32,1
62330,123,64.95,1
62333,121.18,63.55,1
62336,119.55,62.12,1
62339,118.09,60.67,1
62342,116.77,59.2,1
62345,115.58,57.72,1
62348,114.5,56.21,1
62351,113.52,54.7,1
62354,-114.34,54.44,1
62357,-115.34,55.95,1
62360,-116.45,57.45,1
62363,-117.67,58.93,1
62366,-119.02,60.39,1
62369,-120.51,61.83,1
62372,-122.17,63.25,1
62375,-124.02,64.63,1
62378,-126.08,65.99,1
62381,-128.4,67.3,1
62384,-131.01,68.58,1
62387,-133.94,69.8,1
62390,-137.25,70.95,1
62393,-140.98,72.03,1
62396,-145.17,73.02,1
62399,-149.86,73.91,1
62402,-155.06,74.67,1
62405,-160.75,75.29,1
62408,-166.89,75.75,1
62411,-173.35,76.04,1
62414,180,76.13,1
62417,173.35,76.04,1
62420,166.89,75.75,1
62423,160.75,75.29,1
62426,155.06,74.67,1
62429,149.86,73.91,1
62432,145.17,73.02,1
62435,140.98,72.03,1
62438,137.25,70.95,1
62441,133.94,69.8,1
62444,131.01,68.58,1
62447,128.4,67.3,1
62450,126.08,65.99,1
62453,124.02,64.63,1
62456,122.17,63.25,1
62459,120.51,61.83,1
62462,119.02,60.39,1
62465,117.67,58.93,1
62468,116.45,57.45,1
62471,115.34,55.95,1
62474,114.34,54.44,1
62477,-115.14,54.17,1
62480,-116.17,55.68,1
62483,-117.3,57.17,1
62486,-118.55,58.64,1
62489,-119.92,60.1,1
62492,-121.44,61.53,1
62495,-123.13,62.93,1
62498,-125,64.31,1
62501,-127.1,65.65,1
62504,-129.44,66.95,1
62507,-132.06,68.21,1
62510,-135,69.41,1
62513,-138.3,70.55,1
62516,-142.01,71.61,1
62519,-146.15,72.58,1
62522,-150.77,73.44,1
62525,-155.86,74.19,1
62528,-161.4,74.79,1
62531,-167.35,75.23,1
62534,-173.59,75.51,1
62537,180,75.6,1
62540,173.59,75.51,1
62543,167.35,75.23,1
62546,161.4,74.79,1
62549,155.86,74.19,1
62552,150.77,73.44,1
62555,146.15,72.58,1
62558,142.01,71.61,1
62561,138.3,70.55,1
62564,135,69.41,1
62567,132.06,68.21,1
62570,129.44,66.95,1
62573,127.1,65.65,1
62576,125,64.31,1
62579,123.13,62.93,1
62582,121.44,61.53,1
62585,119.92,60.1,1
62588,118.55,58.64,1
62591,117.3,57.17,1
62594,116.17,55.68,1
62597,115.14,54.17,1
62600,-115.93,53.9,1
62603,-116.99,55.4,1
62606,-118.14,56.88,1
62609,-119.41,58.35,1
62612,-120.81,59.8,1
62615,-122.36,61.22,1
62618,-124.07,62.61,1
62621,-125.97,63.98,1
62624,-128.08,65.3,1
62627,-130.44,66.59,1
62630,-133.07,67.83,1
62633,-136.02,69.01,1
62636,-139.31,70.13,1
62639,-142.99,71.17,1
62642,-147.09,72.12,1
62645,-151.63,72.97,1
62648,-156.61,73.69,1
62651,-162.01,74.28,1
62654,-167.78,74.71,1
62657,-173.82,74.98,1
