#Code,Azimuth,Elevation,Calibration
56369,30.14,73.91,1
56372,34.83,73.02,1
56375,39.02,72.03,1
56378,42.75,70.95,1
56381,46.06,69.8,1
56384,48.99,68.58,1
56387,51.6,67.3,1
56390,53.92,65.99,1
56393,55.98,64.63,1
56396,57.83,63.25,1
56399,59.49,61.83,1
56402,60.98,60.39,1
56405,62.33,58.93,1
56408,63.55,57.45,1
56411,64.66,55.95,1
56414,65.66,54.44,1
56417,-66.48,54.7,1
56420,-65.5,56.21,1
56423,-64.42,57.72,1
56426,-63.23,59.2,1
56429,-61.91,60.67,1
56432,-60.45,62.12,1
56435,-58.82,63.55,1
56438,-57,64.95,1
56441,-54.96,66.32,1
56444,-52.67,67.65,1
56447,-50.08,68.94,1
56450,-47.16,70.17,1
56453,-43.85,71.35,1
56456,-40.11,72.45,1
56459,-35.87,73.47,1
56462,-31.11,74.37,1
56465,-25.8,75.16,1
56468,-19.94,75.8,1
56471,-13.61,76.27,1
56474,-6.9,76.57,1
56477,0,76.67,1
56480,6.9,76.57,1
56483,13.61,76.27,1
56486,19.94,75.8,1
56489,25.8,75.16,1
56492,31.11,74.37,1
56495,35.87,73.47,1
56498,40.11,72.45,1
56501,43.85,71.35,1
56504,47.16,70.17,1
56507,50.08,68.94,1
56510,52.67,67.65,1
56513,54.96,66.32,1
56516,57,64.95,1
56519,58.82,63.55,1
56522,60.45,62.12,1
56525,61.91,60.67,1
56528,63.23,59.2,1
56531,64.42,57.72,1
56534,65.5,56.21,1
56537,66.48,54.7,1
56540,-66.36,56.47,1
56543,-65.3,57.98,1
56546,-64.14,59.47,1
56549,-62.85,60.95,1
56552,-61.42,62.41,1
56555,-59.83,63.85,1
56558,-58.04,65.26,1
56561,-56.03,66.64,1
56564,-53.77,67.99,1
56567,-51.21,69.29,1
56570,-48.3,70.55,1
56573,-45,71.74,1
56576,-41.24,72.86,1
56579,-36.97,73.9,1
56582,-32.14,74.83,1
56585,-26.71,75.64,1
56588,-20.69,76.3,1
56591,-14.14,76.79,1
56594,-7.18,77.1,1
56597,0,77.2,1
56600,7.18,77.1,1
56603,14.14,76.79,1
56606,20.69,76.3,1
56609,26.71,75.64,1
56612,32.14,74.83,1
56615,36.97,73.9,1
56618,41.24,72.86,1
56621,45,71.74,1
56624,48.3,70.55,1
56627,51.21,69.29,1
56630,53.77,67.99,1
56633,56.03,66.64,1
56636,58.04,65.26,1
56639,59.83,63.85,1
56642,61.42,62.41,1
56645,62.85,60.95,1
56648,64.14,59.47,1
56651,65.3,57.98,1
56654,66.36,56.47,1
56657,-67.22,56.71,1
56660,-66.2,58.23,1
56663,-65.07,59.73,1
56666,-63.82,61.22,1
56669,-62.42,62.68,1
56672,-60.86,64.13,1
56675,-59.11,65.56,1
56678,-57.14,66.95,1
56681,-54.91,68.31,1
56684,-52.37,69.63,1
56687,-49.49,70.91,1
56690,-46.2,72.12,1
56693,-42.43,73.27,1
56696,-38.13,74.33,1
56699,-33.23,75.29,1
56702,-27.68,76.12,1
56705,-21.5,76.8,1
56708,-14.72,77.31,1
56711,-7.49,77.63,1
56714,0,77.73,1
56717,7.49,77.63,1
56720,14.72,77.31,1
56723,21.5,76.8,1
56726,27.68,76.12,1
56729,33.23,75.29,1
56732,38.13,74.33,1
56735,42.43,73.27,1
56738,46.2,72.12,1
56741,49.49,70.91,1
56744,52.37,69.63,1
56747,54.91,68.31,1
56750,57.14,66.95,1
56753,59.11,65.56,1
56756,60.86,64.13,1
56759,62.42,62.68,1
56762,63.82,61.22,1
56765,65.07,59.73,1
56768,66.2,58.23,1
56771,67.22,56.71,1
56774,-68.11,56.95,1
56777,-67.11,58.47,1
56780,-66.02,59.98,1
56783,-64.8,61.47,1
56786,-63.44,62.95,1
56789,-61.91,64.41,1
56792,-60.2,65.84,1
56795,-58.27,67.25,1
56798,-56.08,68.63,1
56801,-53.58,69.97,1
56804,-50.73,71.26,1
56807,-47.45,72.5,1
56810,-43.69,73.67,1
56813,-39.35,74.75,1
56816,-34.39,75.73,1
56819,-28.73,76.59,1
56822,-22.37,77.3,1
56825,-15.35,77.83,1
56828,-7.82,78.15,1
56831,0,78.27,1
56834,7.82,78.15,1
56837,15.35,77.83,1
56840,22.37,77.3,1
56843,28.73,76.59,1
56846,34.39,75.73,1
56849,39.35,74.75,1
56852,43.69,73.67,1
56855,47.45,72.5,1
56858,50.73,71.26,1
56861,53.58,69.97,1
56864,56.08,68.63,1
56867,58.27,67.25,1
56870,60.2,65.84,1
56873,61.91,64.41,1
56876,63.44,62.95,1
56879,64.8,61.47,1
56882,66.02,59.98,1
56885,67.11,58.47,1
56888,68.11,56.95,1
56891,-69,57.18,1
56894,-68.04,58.71,1
56897,-66.98,60.22,1
56900,-65.79,61.72,1
56903,-64.47,63.21,1
56906,-62.99,64.68,1
56909,-61.32,66.12,1
56912,-59.43,67.55,1
56915,-57.28,68.94,1
56918,-54.83,70.29,1
56921,-52.01,71.61,1
56924,-48.76,72.86,1
56927,-45,74.06,1
56930,-40.65,75.17,1
56933,-35.62,76.18,1
56936,-29.85,77.06,1
56939,-23.31,77.79,1
56942,-16.03,78.34,1
56945,-8.18,78.68,1
56948,0,78.8,1
56951,8.18,78.68,1
56954,16.03,78.34,1
56957,23.31,77.79,1
56960,29.85,77.06,1
56963,35.62,76.18,1
56966,40.65,75.17,1
56969,45,74.06,1
56972,48.76,72.86,1
56975,52.01,71.61,1
56978,54.83,70.29,1
56981,57.28,68.94,1
56984,59.43,67.55,1
56987,61.32,66.12,1
56990,62.99,64.68,1
56993,64.47,63.21,1
56996,65.79,61.72,1
56999,66.98,60.22,1
57002,68.04,58.71,1
57005,69,57.18,1
57008,-69.91,57.4,1
57011,-68.98,58.93,1
57014,-67.96,60.45,1
57017,-66.81,61.96,1
57020,-65.53,63.46,1
57023,-64.09,64.94,1
57026,-62.47,66.39,1
57029,-60.63,67.83,1
57032,-58.53,69.24,1
57035,-56.12,70.61,1
57038,-53.34,71.94,1
57041,-50.12,73.22,1
57044,-46.38,74.44,1
57047,-42.02,75.57,1
57050,-36.94,76.61,1
57053,-31.06,77.52,1
57056,-24.33,78.28,1
57059,-16.78,78.85,1
57062,-8.58,79.21,1
57065,0,79.33,1
57068,8.58,79.21,1
57071,16.78,78.85,1
57074,24.33,78.28,1
57077,31.06,77.52,1
57080,36.94,76.61,1
57083,42.02,75.57,1
57086,46.38,74.44,1
57089,50.12,73.22,1
57092,53.34,71.94,1
57095,56.12,70.61,1
57098,58.53,69.24,1
57101,60.63,67.83,1
57104,62.47,66.39,1
57107,64.09,64.94,1
57110,65.53,63.46,1
57113,66.81,61.96,1
57116,67.96,60.45,1
57119,68.98,58.93,1
57122,69.91,57.4,1
57125,-70.83,57.61,1
57128,-69.94,59.14,1
57131,-68.95,60.67,1
57134,-67.84,62.19,1
57137,-66.61,63.69,1
57140,-65.22,65.18,1
57143,-63.64,66.65,1
57146,-61.85,68.1,1
57149,-59.81,69.52,1
57152,-57.45,70.91,1
57155,-54.72,72.26,1
57158,-51.55,73.57,1
57161,-47.83,74.81,1
57164,-43.47,75.97,1
57167,-38.34,77.04,1
57170,-32.36,77.98,1
57173,-25.44,78.77,1
57176,-17.6,79.36,1
57179,-9.02,79.74,1
57182,0,79.87,1
57185,9.02,79.74,1
57188,17.6,79.36,1
57191,25.44,78.77,1
57194,32.36,77.98,1
57197,38.34,77.04,1
57200,43.47,75.97,1
57203,47.83,74.81,1
57206,51.55,73.57,1
57209,54.72,72.26,1
57212,57.45,70.91,1
57215,59.81,69.52,1
57218,61.85,68.1,1
57221,63.64,66.65,1
57224,65.22,65.18,1
57227,66.61,63.69,1
57230,67.84,62.19,1
57233,68.95,60.67,1
57236,69.94,59.14,1
57239,70.83,57.61,1
57242,-71.76,57.8,1
57245,-70.91,59.35,1
57248,-69.96,60.88,1
57251,-68.9,62.41,1
57254,-67.71,63.92,1
57257,-66.36,65.42,1
57260,-64.84,66.9,1
57263,-63.11,68.36,1
57266,-61.12,69.8,1
57269,-58.82,71.21,1
57272,-56.15,72.58,1
57275,-53.03,73.9,1
57278,-49.35,75.17,1
57281,-45,76.36,1
57284,-39.85,77.45,1
57287,-33.76,78.43,1
57290,-26.65,79.25,1
57293,-18.51,79.87,1
57296,-9.5,80.27,1
57299,0,80.4,1
57302,9.5,80.27,1
57305,18.51,79.87,1
57308,26.65,79.25,1
57311,33.76,78.43,1
57314,39.85,77.45,1
57317,45,76.36,1
57320,49.35,75.17,1
57323,53.03,73.9,1
57326,56.15,72.58,1
57329,58.82,71.21,1
57332,61.12,69.8,1
57335,63.11,68.36,1
57338,64.84,66.9,1
57341,66.36,65.42,1
57344,67.71,63.92,1
57347,68.9,62.41,1
57350,69.96,60.88,1
57353,70.91,59.35,1
57356,71.76,57.8,1
57359,-72.7,57.99,1
57362,-71.89,59.54,1
57365,-70.98,61.09,1
57368,-69.96,62.62,1
57371,-68.82,64.14,1
57374,-67.53,65.65,1
57377,-66.07,67.14,1
57380,-64.4,68.61,1
57383,-62.47,70.06,1
57386,-60.24,71.49,1
57389,-57.64,72.88,1
57392,-54.58,74.22,1
57395,-50.95,75.52,1
57398,-46.62,76.74,1
57401,-41.45,77.86,1
57404,-35.27,78.87,1
57407,-27.97,79.72,1
57410,-19.51,80.38,1
57413,-10.05,80.79,1
57416,0,80.93,1
57419,10.05,80.79,1
57422,19.51,80.38,1
57425,27.97,79.72,1
57428,35.27,78.87,1
57431,41.45,77.86,1
57434,46.62,76.74,1
57437,50.95,75.52,1
57440,54.58,74.22,1
57443,57.64,72.88,1
57446,60.24,71.49,1
57449,62.47,70.06,1
57452,64.4,68.61,1
57455,66.07,67.14,1
57458,67.53,65.65,1
57461,68.82,64.14,1
57464,69.96,62.62,1
57467,70.98,61.09,1
57470,71.89,59.54,1
57473,72.7,57.99,1
57476,-73.66,58.17,1
57479,-72.88,59.73,1
57482,-72.02,61.28,1
57485,-71.05,62.82,1
57488,-69.96,64.34,1
57491,-68.72,65.86,1
57494,-67.32,67.36,1
57497,-65.72,68.85,1
57500,-63.86,70.32,1
57503,-61.7,71.76,1
57506,-59.18,73.17,1
57509,-56.19,74.54,1
57512,-52.62,75.85,1
57515,-48.34,77.1,1
57518,-43.17,78.26,1
57521,-36.91,79.3,1
57524,-29.42,80.19,1
57527,-20.62,80.88,1
57530,-10.66,81.32,1
57533,0,81.47,1
57536,10.66,81.32,1
57539,20.62,80.88,1
57542,29.42,80.19,1
57545,36.91,79.3,1
57548,43.17,78.26,1
57551,48.34,77.1,1
57554,52.62,75.85,1
57557,56.19,74.54,1
57560,59.18,73.17,1
57563,61.7,71.76,1
57566,63.86,70.32,1
57569,65.72,68.85,1
57572,67.32,67.36,1
57575,68.72,65.86,1
57578,69.96,64.34,1
57581,71.05,62.82,1
57584,72.02,61.28,1
57587,72.88,59.73,1
57590,73.66,58.17,1
57593,-74.62,58.34,1
57596,-73.89,59.9,1
57599,-73.07,61.46,1
57602,-72.15,63,1
57605,-71.11,64.54,1
57608,-69.94,66.07,1
57611,-68.6,67.58,1
57614,-67.06,69.08,1
57617,-65.28,70.56,1
57620,-63.21,72.01,1
57623,-60.77,73.44,1
57626,-57.86,74.83,1
57629,-54.38,76.18,1
57632,-50.15,77.45,1
57635,-45,78.65,1
57638,-38.69,79.73,1
57641,-31.02,80.65,1
57644,-21.86,81.38,1
57647,-11.34,81.84,1
57650,0,82,1
57653,11.34,81.84,1
57656,21.86,81.38,1
57659,31.02,80.65,1
57662,38.69,79.73,1
57665,45,78.65,1
57668,50.15,77.45,1
57671,54.38,76.18,1
57674,57.86,74.83,1
57677,60.77,73.44,1
57680,63.21,72.01,1
57683,65.28,70.56,1
57686,67.06,69.08,1
57689,68.6,67.58,1
57692,69.94,66.07,1
57695,71.11,64.54,1
57698,72.15,63,1
57701,73.07,61.46,1
57704,73.89,59.9,1
57707,74.62,58.34,1
57710,-75.6,58.5,1
57713,-74.9,60.07,1
57716,-74.13,61.63,1
57719,-73.26,63.18,1
57722,-72.28,64.72,1
57725,-71.17,66.26,1
57728,-69.9,67.78,1
57731,-68.44,69.29,1
57734,-66.74,70.79,1
57737,-64.76,72.26,1
57740,-62.41,73.7,1
57743,-59.61,75.12,1
57746,-56.22,76.49,1
57749,-52.07,77.79,1
57752,-46.96,79.02,1
57755,-40.62,80.14,1
57758,-32.78,81.11,1
57761,-23.25,81.87,1
57764,-12.13,82.36,1
57767,0,82.53,1
57770,12.13,82.36,1
57773,23.25,81.87,1
57776,32.78,81.11,1
57779,40.62,80.14,1
57782,46.96,79.02,1
57785,52.07,77.79,1
57788,56.22,76.49,1
57791,59.61,75.12,1
57794,62.41,73.7,1
57797,64.76,72.26,1
57800,66.74,70.79,1
57803,68.44,69.29,1
57806,69.9,67.78,1
57809,71.17,66.26,1
57812,72.28,64.72,1
57815,73.26,63.18,1
57818,74.13,61.63,1
57821,74.9,60.07,1
57824,75.6,58.5,1
57827,-76.58,58.65,1
57830,-75.93,60.22,1
57833,-75.21,61.79,1
57836,-74.39,63.34,1
57839,-73.47,64.9,1
57842,-72.42,66.44,1
57845,-71.23,67.97,1
57848,-69.84,69.49,1
57851,-68.24,71,1
57854,-66.35,72.49,1
57857,-64.11,73.95,1
57860,-61.42,75.39,1
57863,-58.14,76.78,1
57866,-54.1,78.12,1
57869,-49.06,79.38,1
57872,-42.72,80.54,1
57875,-34.73,81.55,1
57878,-24.82,82.36,1
57881,-13.02,82.88,1
57884,0,83.07,1
57887,13.02,82.88,1
57890,24.82,82.36,1
57893,34.73,81.55,1
57896,42.72,80.54,1
57899,49.06,79.38,1
57902,54.1,78.12,1
57905,58.14,76.78,1
57908,61.42,75.39,1
57911,64.11,73.95,1
57914,66.35,72.49,1
57917,68.24,71,1
57920,69.84,69.49,1
57923,71.23,67.97,1
57926,72.42,66.44,1
57929,73.47,64.9,1
57932,74.39,63.34,1
57935,75.21,61.79,1
57938,75.93,60.22,1
57941,76.58,58.65,1
57944,-77.58,58.79,1
57947,-76.97,60.36,1
57950,-76.3,61.93,1
57953,-75.53,63.5,1
57956,-74.67,65.06,1
57959,-73.69,66.61,1
57962,-72.57,68.15,1
57965,-71.28,69.68,1
57968,-69.76,71.2,1
57971,-67.98,72.7,1
57974,-65.86,74.19,1
57977,-63.29,75.64,1
57980,-60.15,77.06,1
57983,-56.24,78.43,1
57986,-51.31,79.73,1
57989,-45,80.93,1
57992,-36.89,81.99,1
57995,-26.6,82.84,1
57998,-14.06,83.4,1
58001,0,83.6,1
58004,14.06,83.4,1
58007,26.6,82.84,1
58010,36.89,81.99,1
58013,45,80.93,1
58016,51.31,79.73,1
58019,56.24,78.43,1
58022,60.15,77.06,1
58025,63.29,75.64,1
58028,65.86,74.19,1
58031,67.98,72.7,1
58034,69.76,71.2,1
58037,71.28,69.68,1
58040,72.57,68.15,1
58043,73.69,66.61,1
58046,74.67,65.06,1
58049,75.53,63.5,1
58052,76.3,61.93,1
58055,76.97,60.36,1
58058,77.58,58.79,1
58061,-78.58,58.92,1
58064,-78.02,60.5,1
58067,-77.4,62.07,1
58070,-76.69,63.64,1
58073,-75.89,65.2,1
58076,-74.99,66.76,1
58079,-73.94,68.31,1
58082,-72.73,69.86,1
58085,-71.32,71.39,1
58088,-69.65,72.9,1
58091,-67.66,74.4,1
58094,-65.23,75.88,1
58097,-62.24,77.32,1
58100,-58.5,78.72,1
58103,-53.71,80.06,1
58106,-47.48,81.3,1
58109,-39.31,82.41,1
58112,-28.64,83.31,1
58115,-15.28,83.92,1
58118,0,84.13,1
58121,15.28,83.92,1
58124,28.64,83.31,1
58127,39.31,82.41,1
58130,47.48,81.3,1
58133,53.71,80.06,1
58136,58.5,78.72,1
58139,62.24,77.32,1
58142,65.23,75.88,1
58145,67.66,74.4,1
58148,69.65,72.9,1
58151,71.32,71.39,1
58154,72.73,69.86,1
58157,73.94,68.31,1
58160,74.99,66.76,1
58163,75.89,65.2,1
58166,76.69,63.64,1
58169,77.4,62.07,1
58172,78.02,60.5,1
58175,78.58,58.92,1
58178,-79.59,59.04,1
58181,-79.08,60.62,1
58184,-78.51,62.2,1
58187,-77.86,63.77,1
58190,-77.13,65.34,1
58193,-76.29,66.91,1
58196,-75.33,68.46,1
58199,-74.22,70.02,1
58202,-72.91,71.56,1
58205,-71.36,73.09,1
58208,-69.51,74.6,1
58211,-67.24,76.1,1
58214,-64.43,77.57,1
58217,-60.87,78.99,1
58220,-56.26,80.37,1
58223,-50.18,81.65,1
58226,-42,82.82,1
58229,-30.99,83.78,1
58232,-16.72,84.43,1
58235,0,84.67,1
58238,16.72,84.43,1
58241,30.99,83.78,1
58244,42,82.82,1
58247,50.18,81.65,1
58250,56.26,80.37,1
58253,60.87,78.99,1
58256,64.43,77.57,1
58259,67.24,76.1,1
58262,69.51,74.6,1
58265,71.36,73.09,1
58268,72.91,71.56,1
58271,74.22,70.02,1
58274,75.33,68.46,1
58277,76.29,66.91,1
58280,77.13,65.34,1
58283,77.86,63.77,1
58286,78.51,62.2,1
58289,79.08,60.62,1
58292,79.59,59.04,1
58295,-80.61,59.14,1
58298,-80.15,60.73,1
58301,-79.63,62.31,1
58304,-79.04,63.89,1
58307,-78.37,65.46,1
58310,-77.62,67.04,1
58313,-76.74,68.6,1
58316,-75.72,70.16,1
58319,-74.53,71.72,1
58322,-73.11,73.26,1
58325,-71.4,74.79,1
58328,-69.31,76.3,1
58331,-66.69,77.79,1
58334,-63.35,79.25,1
58337,-58.98,80.65,1
58340,-53.11,81.99,1
58343,-45,83.2,1
58346,-33.71,84.23,1
58349,-18.45,84.94,1
58352,0,85.2,1
58355,18.45,84.94,1
58358,33.71,84.23,1
58361,45,83.2,1
58364,53.11,81.99,1
58367,58.98,80.65,1
58370,63.35,79.25,1
58373,66.69,77.79,1
58376,69.31,76.3,1
58379,71.4,74.79,1
58382,73.11,73.26,1
58385,74.53,71.72,1
58388,75.72,70.16,1
58391,76.74,68.6,1
58394,77.62,67.04,1
58397,78.37,65.46,1
58400,79.04,63.89,1
58403,79.63,62.31,1
58406,80.15,60.73,1
58409,80.61,59.14,1
58412,-81.64,59.24,1
58415,-81.22,60.83,1
58418,-80.76,62.41,1
58421,-80.23,64,1
58424,-79.63,65.58,1
58427,-78.95,67.15,1
58430,-78.17,68.73,1
58433,-77.25,70.3,1
58436,-76.18,71.86,1
58439,-74.89,73.41,1
58442,-73.34,74.95,1
58445,-71.44,76.48,1
58448,-69.04,78,1
58451,-65.96,79.48,1
58454,-61.87,80.92,1
58457,-56.28,82.3,1
58460,-48.36,83.57,1
58463,-36.88,84.66,1
58466,-20.57,85.44,1
58469,0,85.73,1
58472,20.57,85.44,1
58475,36.88,84.66,1
58478,48.36,83.57,1
58481,56.28,82.3,1
58484,61.87,80.92,1
58487,65.96,79.48,1
58490,69.04,78,1
58493,71.44,76.48,1
58496,73.34,74.95,1
58499,74.89,73.41,1
58502,76.18,71.86,1
58505,77.25,70.3,1
58508,78.17,68.73,1
58511,78.95,67.15,1
58514,79.63,65.58,1
58517,80.23,64,1
58520,80.76,62.41,1
58523,81.22,60.83,1
58526,81.64,59.24,1
58529,-82.67,59.32,1
58532,-82.3,60.91,1
58535,-81.89,62.5,1
58538,-81.43,64.09,1
58541,-80.9,65.67,1
58544,-80.3,67.26,1
58547,-79.61,68.84,1
58550,-78.8,70.41,1
58553,-77.85,71.98,1
58556,-76.71,73.55,1
58559,-75.33,75.1,1
58562,-73.62,76.65,1
58565,-71.47,78.18,1
58568,-68.67,79.69,1
58571,-64.93,81.16,1
58574,-59.71,82.58,1
58577,-52.11,83.91,1
58580,-40.61,85.08,1
58583,-23.21,85.94,1
58586,0,86.27,1
58589,23.21,85.94,1
58592,40.61,85.08,1
58595,52.11,83.91,1
58598,59.71,82.58,1
58601,64.93,81.16,1
58604,68.67,79.69,1
58607,71.47,78.18,1
58610,73.62,76.65,1
58613,75.33,75.1,1
58616,76.71,73.55,1
58619,77.85,71.98,1
58622,78.8,70.41,1
58625,79.61,68.84,1
58628,80.3,67.26,1
58631,80.9,65.67,1
58634,81.43,64.09,1
58637,81.89,62.5,1
58640,82.3,60.91,1
58643,82.67,59.32,1
58646,-83.71,59.4,1
58649,-83.39,60.99,1
58652,-83.04,62.58,1
58655,-82.64,64.17,1
58658,-82.19,65.76,1
58661,-81.67,67.35,1
58664,-81.07,68.93,1
58667,-80.37,70.51,1
58670,-79.54,72.09,1
58673,-78.55,73.67,1
58676,-77.35,75.23,1
58679,-75.86,76.79,1
58682,-73.97,78.34,1
58685,-71.49,79.87,1
58688,-68.14,81.38,1
58691,-63.4,82.84,1
58694,-56.29,84.23,1
58697,-45,85.47,1
58700,-26.57,86.42,1
58703,0,86.8,1
58706,26.57,86.42,1
58709,45,85.47,1
58712,56.29,84.23,1
58715,63.4,82.84,1
58718,68.14,81.38,1
58721,71.49,79.87,1
58724,73.97,78.34,1
58727,75.86,76.79,1
58730,77.35,75.23,1
58733,78.55,73.67,1
58736,79.54,72.09,1
58739,80.37,70.51,1
58742,81.07,68.93,1
58745,81.67,67.35,1
58748,82.19,65.76,1
58751,82.64,64.17,1
58754,83.04,62.58,1
58757,83.39,60.99,1
58760,83.71,59.4,1
58763,-84.75,59.46,1
58766,-84.48,61.05,1
58769,-84.19,62.65,1
58772,-83.85,64.24,1
58775,-83.47,65.83,1
58778,-83.04,67.42,1
58781,-82.54,69.01,1
58784,-81.95,70.6,1
58787,-81.25,72.19,1
58790,-80.42,73.77,1
58793,-79.4,75.34,1
58796,-78.14,76.92,1
58799,-76.53,78.48,1
58802,-74.41,80.03,1
58805,-71.52,81.56,1
58808,-67.35,83.06,1
58811,-60.93,84.51,1
58814,-50.19,85.83,1
58817,-30.97,86.89,1
58820,0,87.33,1
58823,30.97,86.89,1
58826,50.19,85.83,1
58829,60.93,84.51,1
58832,67.35,83.06,1
58835,71.52,81.56,1
58838,74.41,80.03,1
58841,76.53,78.48,1
58844,78.14,76.92,1
58847,79.4,75.34,1
58850,80.42,73.77,1
58853,81.25,72.19,1
58856,81.95,70.6,1
58859,82.54,69.01,1
58862,83.04,67.42,1
58865,83.47,65.83,1
58868,83.85,64.24,1
58871,84.19,62.65,1
58874,84.48,61.05,1
58877,84.75,59.46,1
58880,-85.79,59.51,1
58883,-85.58,61.11,1
58886,-85.34,62.7,1
58889,-85.08,64.3,1
58892,-84.77,65.89,1
58895,-84.42,67.49,1
58898,-84.02,69.08,1
58901,-83.54,70.67,1
58904,-82.98,72.26,1
58907,-82.31,73.85,1
58910,-81.49,75.44,1
58913,-80.46,77.02,1
58916,-79.15,78.59,1
58919,-77.42,80.16,1
58922,-75.03,81.72,1
58925,-71.53,83.25,1
58928,-66.02,84.75,1
58931,-56.3,86.15,1
58934,-36.87,87.33,1
58937,0,87.87,1
58940,36.87,87.33,1
58943,56.3,86.15,1
58946,66.02,84.75,1
58949,71.53,83.25,1
58952,75.03,81.72,1
58955,77.42,80.16,1
58958,79.15,78.59,1
58961,80.46,77.02,1
58964,81.49,75.44,1
58967,82.31,73.85,1
58970,82.98,72.26,1
58973,83.54,70.67,1
58976,84.02,69.08,1
58979,84.42,67.49,1
58982,84.77,65.89,1
58985,85.08,64.3,1
58988,85.34,62.7,1
58991,85.58,61.11,1
58994,85.79,59.51,1
58997,-86.68,61.15,1
59000,-86.5,62.75,1
59003,-86.3,64.34,1
59006,-86.07,65.94,1
59009,-85.81,67.54,1
59012,-85.5,69.13,1
59015,-85.15,70.73,1
59018,-84.72,72.32,1
59021,-84.22,73.92,1
59024,-83.59,75.51,1
59027,-82.82,77.1,1
59030,-81.82,78.68,1
59033,-80.5,80.27,1
59036,-78.66,81.84,1
59039,-75.94,83.4,1
59042,-71.55,84.94,1
59045,-63.43,86.42,1
59048,-45,87.74,1
59051,0,88.4,1
59054,45,87.74,1
59057,63.43,86.42,1
59060,71.55,84.94,1
59063,75.94,83.4,1
59066,78.66,81.84,1
59069,80.5,80.27,1
59072,81.82,78.68,1
59075,82.82,77.1,1
59078,83.59,75.51,1
59081,84.22,73.92,1
59084,84.72,72.32,1
59087,85.15,70.73,1
59090,85.5,69.13,1
59093,85.81,67.54,1
59096,86.07,65.94,1
59099,86.3,64.34,1
59102,86.5,62.75,1
59105,86.68,61.15,1
59108,-87.79,61.18,1
59111,-87.67,62.78,1
59114,-87.53,64.37,1
59117,-87.38,65.97,1
59120,-87.2,67.57,1
59123,-87,69.17,1
59126,-86.76,70.77,1
59129,-86.48,72.37,1
59132,-86.14,73.96,1
59135,-85.72,75.56,1
59138,-85.2,77.15,1
59141,-84.53,78.75,1
59144,-83.63,80.34,1
59147,-82.38,81.93,1
59150,-80.52,83.51,1
59153,-77.46,85.08,1
59156,-71.56,86.63,1
59159,-56.31,88.08,1
59162,0,88.93,1
59165,56.31,88.08,1
59168,71.56,86.63,1
59171,77.46,85.08,1
59174,80.52,83.51,1
59177,82.38,81.93,1
59180,83.63,80.34,1
59183,84.53,78.75,1
59186,85.2,77.15,1
59189,85.72,75.56,1
59192,86.14,73.96,1
59195,86.48,72.37,1
59198,86.76,70.77,1
59201,87,69.17,1
59204,87.2,67.57,1
59207,87.38,65.97,1
59210,87.53,64.37,1
59213,87.67,62.78,1
59216,87.79,61.18,1
59219,-88.89,61.19,1
59222,-88.83,62.79,1
59225,-88.77,64.39,1
59228,-88.69,65.99,1
59231,-88.6,67.59,1
59234,-88.5,69.19,1
59237,-88.38,70.79,1
59240,-88.24,72.39,1
59243,-88.07,73.99,1
59246,-87.86,75.59,1
59249,-87.59,77.19,1
59252,-87.26,78.79,1
59255,-86.81,80.38,1
59258,-86.17,81.98,1
59261,-85.23,83.58,1
59264,-83.65,85.17,1
59267,-80.53,86.76,1
59270,-71.56,88.31,1
59273,0,89.47,1
59276,71.56,88.31,1
59279,80.53,86.76,1
59282,83.65,85.17,1
59285,85.23,83.58,1
59288,86.17,81.98,1
59291,86.81,80.38,1
59294,87.26,78.79,1
59297,87.59,77.19,1
59300,87.86,75.59,1
59303,88.07,73.99,1
59306,88.24,72.39,1
59309,88.38,70.79,1
59312,88.5,69.19,1
59315,88.6,67.59,1
59318,88.69,65.99,1
59321,88.77,64.39,1
59324,88.83,62.79,1
59327,88.89,61.19,1
59330,-90,61.2,1
59333,-90,62.8,1
59336,-90,64.4,1
59339,-90,66,1
59342,-90,67.6,1
59345,-90,69.2,1
59348,-90,70.8,1
59351,-90,72.4,1
59354,-90,74,1
59357,-90,75.6,1
59360,-90,77.2,1
59363,-90,78.8,1
59366,-90,80.4,1
59369,-90,82,1
59372,-90,83.6,1
59375,-90,85.2,1
59378,-90,86.8,1
59381,-90,88.4,1
59384,0,90,1
59387,90,88.4,1
59390,90,86.8,1
59393,90,85.2,1
59396,90,83.6,1
59399,90,82,1
59402,90,80.4,1
59405,90,78.8,1
59408,90,77.2,1
59411,90,75.6,1
59414,90,74,1
59417,90,72.4,1
59420,90,70.8,1
59423,90,69.2,1
59426,90,67.6,1
59429,90,66,1
59432,90,64.4,1
59435,90,62.8,1
59438,90,61.2,1
59441,-91.11,61.19,1
59444,-91.17,62.79,1
59447,-91.23,64.39,1
59450,-91.31,65.99,1
59453,-91.4,67.59,1
59456,-91.5,69.19,1
59459,-91.62,70.79,1
59462,-91.76,72.39,1
59465,-91.93,73.99,1
59468,-92.14,75.59,1
59471,-92.41,77.19,1
59474,-92.74,78.79,1
59477,-93.19,80.38,1
59480,-93.83,81.98,1
59483,-94.77,83.58,1
59486,-96.35,85.17,1
59489,-99.47,86.76,1
59492,-108.44,88.31,1
59495,180,89.47,1
59498,108.44,88.31,1
59501,99.47,86.76,1
59504,96.35,85.17,1
59507,94.77,83.58,1
59510,93.83,81.98,1
59513,93.19,80.38,1
59516,92.74,78.79,1
59519,92.41,77.19,1
59522,92.14,75.59,1
